dataset,method,n_train,n_test,split_type,rmse,mae,ll,nll,crps,picp95,mpiw95,interval_score95,ece_reg,mean_var_aleatoric,mean_var_epistemic,epi_ratio,train_time_s,predict_time_ms_per_1k,n_parameters
sin_homo,gp,250,600,in_range,0.10282020235619,0.0816656290598596,0.8542100179538348,-0.8542100179538348,0.0579436563654534,0.935,0.382629658517585,0.4887625482240489,0.0209649122807017,0.0092923780010952,0.0002360647166752,0.0247747427011363,0.9458124000811948,9.263099986128507,3
sin_homo,gp,250,400,extrapolation,0.343526335847485,0.3119180194210204,-0.4843188128742173,0.4843188128742173,0.2064489504435937,0.8775,1.031805198014648,1.3968865816712823,0.1235526315789474,0.0092923780010952,0.077930744203528,0.8934642814173104,0.9458124000811948,9.263099986128507,3
sin_hetero,mcd,250,600,in_range,0.1723788619444795,0.1268783042331581,0.2256803408433158,-0.2256803408433158,0.0994284022813907,0.985,1.010782593998536,1.0581372886288625,0.0840350877192982,0.0477090828806409,0.0190835649049927,0.2857135558727978,7.392914200085215,127.38969991914928,152
sin_hetero,mcd,250,400,extrapolation,0.9877300896327642,0.8593644627860475,-5.968057700310024,5.968057700310024,0.7117364876697698,0.315,1.0896679522319617,15.547059199232905,0.2139473684210526,0.0477090828806409,0.0296380296546359,0.383182108331691,7.392914200085215,127.38969991914928,152
sin_hetero,map,250,600,in_range,0.1340245024521629,0.1018158403380136,0.5898938644650145,-0.5898938644650145,0.0737929428185334,0.935,0.5099888965984745,0.711015091568621,0.042719298245614,0.01692642605282,0.0,0.0,7.015904700034298,0.72160002309829,152
sin_hetero,map,250,400,extrapolation,0.3267236190871095,0.2497209710270062,-2.0328026142472377,2.0328026142472377,0.2032986093162799,0.57,0.5099888965984745,4.016507569671361,0.2543421052631579,0.01692642605282,0.0,0.0,7.015904700034298,0.72160002309829,152
sin_hetero,laplace,250,600,in_range,0.1340245024521629,0.1018158403380136,0.5911918379906581,-0.5911918379906581,0.0738212509519158,0.9416666666666668,0.517644444890762,0.7079971503279552,0.0422807017543859,0.01692642605282,0.0005127625596691,0.0294028908719971,7.338052800041623,269.0908000804484,152
sin_hetero,laplace,250,400,extrapolation,0.3267236190871095,0.2497209710270062,-0.5797501781358025,0.5797501781358025,0.1951108594891515,0.88,1.4951833951017754,2.30695811453241,0.1744736842105263,0.01692642605282,0.1863767733738678,0.9167429430498272,7.338052800041623,269.0908000804484,152
sin_hetero,ensemble,250,600,in_range,0.1315219939242222,0.1007339172634736,0.6166473671132474,-0.6166473671132474,0.0728928841271381,0.955,0.5246113377165031,0.6581894228482141,0.0272807017543859,0.0169515336722144,0.0009649680875701,0.0538591796829531,34.34030999999959,2.188200014643371,760
sin_hetero,ensemble,250,400,extrapolation,0.3115182092897308,0.2375772295365072,-1.2274193845171164,1.2274193845171164,0.1875645398817371,0.6375,0.5562687114340144,3.167444893693858,0.2313157894736842,0.0169515336722144,0.0032864198092991,0.1623889397858919,34.34030999999959,2.188200014643371,760
sin_hetero,bbb,250,600,in_range,0.1388279211918371,0.1064173324783991,0.3944380093360833,-0.3944380093360833,0.0830565301196501,1.0,0.8761940197253439,0.8761940197253437,0.100438596491228,0.0351623814196161,0.0148952780572571,0.2975624152810973,162.05114900006447,46.23580002225936,303
sin_hetero,bbb,250,400,extrapolation,0.7054056260535021,0.6414965071747513,-3.970755925566048,3.970755925566048,0.5230406449552619,0.29,0.9139253505434888,10.555808106524085,0.1955263157894737,0.0351623814196161,0.0195415107283795,0.3572234069837669,162.05114900006447,46.23580002225936,303
sin_hetero,gp,250,600,in_range,0.130157877713872,0.0997631881846463,0.6205877591363085,-0.6205877591363085,0.0720741180098382,0.9366666666666666,0.5004476609514312,0.6651112789081973,0.0192105263157894,0.0159017417950426,0.0003979769337621,0.0244161841307655,0.7829027000116184,8.651599986478686,3
sin_hetero,gp,250,400,extrapolation,0.4080392535937648,0.3352683906586396,-0.5627151766896389,0.5627151766896389,0.2299394352790614,0.8675,1.1856610218518018,1.9535735699715135,0.1034210526315789,0.0159017417950426,0.0946140776814633,0.8561134336209387,0.7829027000116184,8.651599986478686,3
sin_gap,mcd,250,400,in_range,0.1363012429743727,0.1060041128312412,0.5522876726535213,-0.5522876726535213,0.0767741286819763,0.9725,0.629934075062621,0.6903676661174144,0.036578947368421,0.01,0.0158933352075383,0.6138002339270417,7.032591699971817,136.32280007004738,151
sin_gap,mcd,250,200,in_gap,0.2232792497950461,0.1947155197838816,-0.3801847754108181,0.3801847754108181,0.1413968942703328,0.67,0.5213677867368435,1.4573636781789796,0.3547368421052632,0.01,0.0078242404145666,0.4389662747239645,7.032591699971817,136.32280007004738,151
sin_gap,mcd,250,400,extrapolation,0.8826079107258321,0.8069919928907501,-12.566938798003088,12.566938798003088,0.7125901342552379,0.1075,0.6724650679858095,19.985117962550213,0.2263157894736842,0.01,0.0195080876730767,0.6611098587346259,7.032591699971817,136.32280007004738,151
sin_gap,map,250,400,in_range,0.1030462528406871,0.0822939123700079,0.8527200485640313,-0.8527200485640313,0.0581495064755843,0.9475,0.3919927969080109,0.4836829107522222,0.0192105263157894,0.01,0.0,0.0,6.883492200053297,0.6397999823093414,151
sin_gap,map,250,200,in_gap,0.1266536717441054,0.10168154971783,0.5815889314761925,-0.5815889314761925,0.0729129872532,0.87,0.3919927969080109,0.6390608770461018,0.2078947368421052,0.01,0.0,0.0,6.883492200053297,0.6397999823093414,151
sin_gap,map,250,400,extrapolation,0.2254319331393731,0.1902633067671114,-1.1573312641583673,1.1573312641583673,0.147414716539825,0.5525,0.3919927969080109,2.29943568743247,0.1461842105263158,0.01,0.0,0.0,6.883492200053297,0.6397999823093414,151
sin_gap,laplace,250,400,in_range,0.1030462528406871,0.0822939123700079,0.8543592002228769,-0.8543592002228769,0.0581238169024125,0.9525,0.3983832916713613,0.4831473381526592,0.0180263157894736,0.01,0.0003294383917358,0.031893156166113,5.899637299939059,192.29690008796751,151
sin_gap,laplace,250,200,in_gap,0.1266536717441054,0.10168154971783,0.6129806870035394,-0.6129806870035394,0.0723637354703201,0.975,0.6109518210435106,0.6612749936835831,0.1607894736842104,0.01,0.0154340476979532,0.6068262465040233,5.899637299939059,192.29690008796751,151
sin_gap,laplace,250,400,extrapolation,0.2254319331393731,0.1902633067671114,-0.2480191792682284,0.2480191792682284,0.1609289730881536,0.9675,1.6961744877726104,1.7803737635044126,0.0549999999999999,0.01,0.2478525592205586,0.961218147183692,5.899637299939059,192.29690008796751,151
sin_gap,ensemble,250,400,in_range,0.1034902845871708,0.0828030199184573,0.8477140910504048,-0.8477140910504048,0.0584473865177297,0.9475,0.397966506571882,0.484542622668505,0.029078947368421,0.01,0.0003076845747809,0.0298500184545587,27.90675199998077,2.329300041310489,755
sin_gap,ensemble,250,200,in_gap,0.1242306500982894,0.0975913049091082,0.6300816842360922,-0.6300816842360922,0.0705650668416638,0.89,0.4065631693864419,0.618788384123331,0.176578947368421,0.01,0.0007580971322922,0.070467585760745,27.90675199998077,2.329300041310489,755
sin_gap,ensemble,250,400,extrapolation,0.222688206158952,0.1869641681073638,-0.7713330933235077,0.7713330933235077,0.1417813097791843,0.63,0.4500153569159717,1.9571817445853652,0.1323684210526316,0.01,0.0034689532086322,0.2575518048729253,27.90675199998077,2.329300041310489,755
sin_gap,bbb,250,400,in_range,0.1088888370854459,0.086407746519548,0.7612242317906813,-0.7612242317906813,0.0621396389882414,0.9775,0.5131339191367539,0.5504684984692898,0.0423684210526315,0.01,0.0073009335977605,0.4219965099863516,150.3754391000839,39.02399993967265,302
sin_gap,bbb,250,200,in_gap,0.2225872623163756,0.1906111858933582,-0.3665355774037893,0.3665355774037893,0.1398963037923533,0.7,0.5239614008232325,1.4481739457031848,0.3439473684210525,0.01,0.0079860552571075,0.4440137174576778,150.3754391000839,39.02399993967265,302
sin_gap,bbb,250,400,extrapolation,0.677435213869201,0.6304892423292878,-12.06613403014785,12.06613403014785,0.5556457352578689,0.1325,0.5327874946787726,15.48216370381731,0.2273684210526315,0.01,0.0087594596189001,0.4669356045882567,150.3754391000839,39.02399993967265,302
sin_gap,gp,250,400,in_range,0.1037303745875305,0.0829245690821723,0.8442247414006567,-0.8442247414006567,0.0585540242240414,0.9375,0.383820015180526,0.4885716954478614,0.0230263157894736,0.0093471388031018,0.0002406165933482,0.025096238212059,0.9067493999609724,7.611299981363118,3
sin_gap,gp,250,200,in_gap,0.1281387227074444,0.1018697545920475,0.5980437033811764,-0.5980437033811764,0.0731139686897626,0.895,0.4156233955815404,0.625173178030045,0.2047368421052631,0.0093471388031018,0.0019096052655658,0.1696409951151951,0.9067493999609724,7.611299981363118,3
sin_gap,gp,250,400,extrapolation,0.4660760948342849,0.4082154067531827,-0.8801430588179824,0.8801430588179824,0.2813307729799972,0.765,1.0724822596559398,1.9811537786190507,0.1546052631578947,0.0093471388031018,0.0853529152818928,0.9012974290942573,0.9067493999609724,7.611299981363118,3
