dataset,split_index,epochs,hidden,n_train,n_validation,n_test,chosen_dropout_p,chosen_tau,validation_ll,validation_rmse,rmse,ll,published_rmse,published_ll,rmse_difference,ll_difference,t_samples,timestamp,git_commit
energy,1,4000,50,691,139,77,0.005,0.75,-1.208779608285098,0.5177069592256527,0.5931810438633985,-1.230995331021244,0.537971587028242,-1.2103908398023435,0.055209456835156545,-0.02060449121890051,10000,2026-08-30T23:27:28.966864+00:00,1806733
energy,2,4000,50,691,139,77,0.005,0.75,-1.1858371735108966,0.46469428452037526,0.49711321469388114,-1.201797210611385,0.440205693496562,-1.1760100569613785,0.05690752119731912,-0.0257871536500065,10000,2026-08-30T23:27:33.369631+00:00,1806733
energy,3,4000,50,691,139,77,0.005,0.75,-1.2303792389382981,0.5596248779419452,0.5849336401768929,-1.2278179590762213,0.5341912619994128,-1.209790511538811,0.05074237817748006,-0.018027447537410257,10000,2026-08-30T23:27:40.968931+00:00,1806733
energy,4,4000,50,691,139,77,0.005,0.75,-1.2510679756950231,0.6618229771004003,0.552087103127325,-1.215704660113455,0.5683666144326105,-1.2212950847408874,-0.016279511305285488,0.005590424627432533,10000,2026-08-30T23:31:43.760450+00:00,1806733
energy,5,4000,50,691,139,77,0.005,0.75,-1.2845439321387564,0.7187200118485221,0.44321790465199,-1.1800588562348917,0.5072835271495812,-1.2024203195624423,-0.06406562249759123,0.022361463327550624,10000,2026-08-30T23:31:52.265612+00:00,1806733
energy,6,4000,50,691,139,77,0.005,0.75,-1.2264236921525644,0.5817112256351387,0.5704549973001468,-1.2235393021701777,0.4682024208169384,-1.1863273790193936,0.1022525764832084,-0.03721192315078414,10000,2026-08-30T23:31:52.717383+00:00,1806733
energy,7,4000,50,691,139,77,0.005,0.75,-1.2333347185956942,0.5888809299804001,0.4810303339984459,-1.1854012626118022,0.5241131504378737,-1.2049036949841192,-0.04308281643942774,0.01950243237231697,10000,2026-08-30T23:31:54.411831+00:00,1806733
energy,8,4000,50,691,139,77,0.005,0.75,-1.2069260804589,0.5323008228708461,0.6391664689855214,-1.250420730658478,0.6283585490957749,-1.2449481248894079,0.010807919889746498,-0.00547260576907016,10000,2026-08-30T23:38:45.258905+00:00,1806733
energy,9,4000,50,691,139,77,0.005,0.75,-1.2010441770161453,0.4996900134378684,0.4801622824853452,-1.1916355579372477,0.48422363548870034,-1.1917029268465231,-0.004061353003355139,6.73689092753893e-05,10000,2026-08-30T23:38:45.647094+00:00,1806733
energy,10,4000,50,691,139,77,0.005,0.75,-1.2210137748106804,0.5539678131029588,0.505040894886907,-1.1994425406877998,0.6327825721489393,-1.260580235724541,-0.12774167726203234,0.06113769503674127,10000,2026-08-30T23:38:48.414189+00:00,1806733
energy,11,4000,50,691,139,77,0.005,0.75,-1.2456474452296036,0.624558890167301,0.5135899893858942,-1.2016857792618183,0.5323713001655607,-1.2060459481200687,-0.018781310779666494,0.004360168858250413,10000,2026-08-30T23:39:00.421585+00:00,1806733
energy,12,4000,50,691,139,77,0.005,0.75,-1.2240694795084028,0.5746347379783401,0.6399010222097514,-1.2486195801169655,0.6436052326599889,-1.2514234199456327,-0.0037042104502374995,0.002803839828667165,10000,2026-08-30T23:42:58.530681+00:00,1806733
energy,13,4000,50,691,139,77,0.005,0.75,-1.2092326334837808,0.5246068061682027,0.5449273600261989,-1.2142167978150709,0.5161936602278276,-1.2047162800839142,0.02873369979837126,-0.009500517731156677,10000,2026-08-30T23:43:02.681038+00:00,1806733
energy,14,4000,50,691,139,77,0.005,0.75,-1.2003583893859904,0.5115493630236035,0.4739291046148335,-1.1811307581620765,0.46310784128276017,-1.1786633004704092,0.010821263332073339,-0.0024674576916672297,10000,2026-08-30T23:43:03.909866+00:00,1806733
energy,15,4000,50,691,139,77,0.005,0.75,-1.233270594122888,0.5958790873660668,0.5285556838840386,-1.2006600528222493,0.5803308267163072,-1.222188739955025,-0.051775142832268584,0.02152868713277578,10000,2026-08-30T23:43:09.820178+00:00,1806733
energy,16,4000,50,691,139,77,0.005,0.75,-1.2098431647092391,0.5368422431947524,0.671462260657146,-1.2607966285895473,0.5938541904103963,-1.2278099280980466,0.07760807024674965,-0.032986700491500764,10000,2026-08-30T23:48:59.780982+00:00,1806733
energy,17,4000,50,691,139,77,0.005,0.75,-1.2906146326542713,0.728223802266204,0.6761320022412596,-1.2608705189420961,0.5249432102978264,-1.2015440008974794,0.15118879194343315,-0.05932651804461675,10000,2026-08-30T23:49:12.100286+00:00,1806733
energy,18,4000,50,691,139,77,0.005,0.75,-1.1810069219779458,0.4514683083775325,0.6141081245107468,-1.2336023141319046,0.5768645801372875,-1.2219462565356343,0.037243544373459336,-0.011656057596270308,10000,2026-08-30T23:49:12.416279+00:00,1806733
energy,19,4000,50,691,139,77,0.005,0.75,-1.281798325909139,0.695196829280731,0.6908326153259016,-1.2830316236407722,0.5850762094122559,-1.2340261657029883,0.10575640591364566,-0.04900545793778388,10000,2026-08-30T23:49:21.017380+00:00,1806733
concrete,0,4000,50,927,186,103,0.01,0.075,-2.8969979466343965,4.813926806940833,5.308464949042615,-3.0744080023302223,5.438703427547408,-3.0498930186595428,-0.13023847850479342,-0.024514983670679502,10000,2026-08-30T23:55:09.684571+00:00,1806733
concrete,1,4000,50,927,186,103,0.01,0.075,-2.9838702594454323,5.216426721958027,3.832314671595227,-2.750128968250347,4.673398821075422,-2.930489207038067,-0.8410841494801944,0.18036023878771967,10000,2026-08-30T23:55:09.996063+00:00,1806733
concrete,2,4000,50,927,186,103,0.01,0.075,-2.8883512641689646,4.3852956897883315,4.2875651672201505,-2.8764419568824717,3.7604257762839493,-2.7917025469190224,0.5271393909362012,-0.08473940996344931,10000,2026-08-30T23:55:10.310903+00:00,1806733
concrete,3,4000,50,927,186,103,0.005,0.075,-3.059051260418901,5.923847595911364,4.9753771319582585,-2.963217029550803,4.535900597832999,-2.9249630654602736,0.43947653412525955,-0.03825396409052928,10000,2026-08-30T23:55:10.630460+00:00,1806733
concrete,4,4000,50,927,186,103,0.01,0.075,-2.919173951093253,4.519498466633644,5.699906977252876,-3.173338466446356,5.56192235179972,-3.0924028369497027,0.13798462545315626,-0.08093562949665323,10000,2026-08-31T00:00:56.428020+00:00,1806733
concrete,5,4000,50,927,186,103,0.005,0.05,-3.005026725207533,5.094021627283243,3.9211928118103385,-2.821257592315906,3.9881517544487157,-2.830087106592978,-0.0669589426383772,0.008829514277072015,10000,2026-08-31T00:01:15.448249+00:00,1806733
concrete,6,4000,50,927,186,103,0.01,0.075,-2.9022891135860185,4.532157653089057,5.527681626779994,-3.01528966526292,5.878222785137136,-3.028777661296283,-0.3505411583571414,0.013487996033362926,10000,2026-08-31T00:01:21.420793+00:00,1806733
concrete,7,4000,50,927,186,103,0.005,0.075,-2.8440290287380567,4.421217430212099,4.938463983417744,-2.954913189428365,5.170036313029098,-2.9874813175062247,-0.2315723296113541,0.032568128077859804,10000,2026-08-31T00:01:31.304850+00:00,1806733
concrete,8,4000,50,927,186,103,0.01,0.075,-2.864886406807667,4.365866678915901,4.942539137562566,-2.9223700818508944,4.552494476421576,-2.8692172804169984,0.39004466114098957,-0.053152801433896,10000,2026-08-31T00:06:48.631696+00:00,1806733
concrete,9,4000,50,927,186,103,0.005,0.05,-2.86943223004768,4.206443093025055,5.046497566672441,-2.9801914733577277,4.880133112990969,-2.9762331118227525,0.16636445368147168,-0.003958361534975197,10000,2026-08-31T00:06:56.774079+00:00,1806733
concrete,10,4000,50,927,186,103,0.01,0.05,-3.0098274196009354,5.289295745503506,3.828449046575366,-2.809540793044721,3.768809222617631,-2.710934497558663,0.05963982395773515,-0.09860629548605804,10000,2026-08-31T00:07:00.380973+00:00,1806733
concrete,11,4000,50,927,186,103,0.005,0.05,-2.92979358264645,4.507831307824696,4.7835278461274235,-2.8427972688587935,4.458397179309968,-2.8171335896701164,0.32513066681745517,-0.02566367918867707,10000,2026-08-31T00:07:09.033951+00:00,1806733
concrete,12,4000,50,927,186,103,0.005,0.075,-2.8425300066881585,4.249871308669093,4.442273123884266,-2.849617932396489,4.447321253800009,-2.882523035425393,-0.005048129915743438,0.03290510302890359,10000,2026-08-31T00:12:51.793857+00:00,1806733
concrete,13,4000,50,927,186,103,0.005,0.05,-3.0995963764420917,5.782568008253585,4.153835162955519,-2.855722534948902,3.8189718495980203,-2.7977036086593725,0.33486331335749897,-0.05801892628952965,10000,2026-08-31T00:13:18.943487+00:00,1806733
concrete,14,4000,50,927,186,103,0.01,0.075,-3.068378001828473,5.450354126444738,5.5133774996514955,-3.050190623061942,5.814561623889275,-3.0500209788479316,-0.3011841242377793,-0.00016964421401066687,10000,2026-08-31T00:13:29.187279+00:00,1806733
concrete,15,4000,50,927,186,103,0.005,0.075,-2.829639098926615,4.109994546106249,4.905819002664121,-2.9228155103314313,4.887840398517562,-2.9324900927453728,0.01797860414655883,0.00967458241394148,10000,2026-08-31T00:13:35.985253+00:00,1806733
concrete,16,4000,50,927,186,103,0.005,0.05,-3.07693561559908,5.611988969365187,4.424877299325991,-2.912022355057226,4.543333343672162,-2.9564102950535593,-0.1184560443461713,0.04438793999633317,10000,2026-08-31T00:18:26.237168+00:00,1806733
concrete,17,4000,50,927,186,103,0.005,0.075,-3.0147015817598066,5.217021238902722,4.565085200299427,-2.862381542083386,4.44982560369068,-2.8958148206484453,0.1152595966087464,0.03343327856505951,10000,2026-08-31T00:18:37.713654+00:00,1806733
concrete,18,4000,50,927,186,103,0.005,0.075,-2.9017947732469533,4.856578491710941,5.210440797734035,-2.9817040962384707,5.917640186601453,-3.127511896792499,-0.7071993888674184,0.14580780055402842,10000,2026-08-31T00:18:39.457009+00:00,1806733
concrete,19,4000,50,927,186,103,0.005,0.075,-2.7575164549617655,4.2100611328367235,5.568974968178646,-2.9374784321139082,5.983116474630151,-3.0813276071444693,-0.4141415064515055,0.14384917503056105,10000,2026-08-31T00:18:51.794144+00:00,1806733
